Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?",Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What country do you work in?,Do you work remotely?,Inferred Tech Role,Why or why not bring up with a potential employer in an interview(mental health issue)_cleaned?,Why or why not bring up with a potential employer in an interview(physical health issue)_cleaned?
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,I don't know,Not Aware,I don't know,None did,I don't know,None of them,Some of them,Some did,None of them,Yes,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No response,I don't know,Yes,Maybe,unknown,Yes,1,Sometimes,Often,30,Male,France,United Kingdom,Always,1,probably depends on atmosphere and attitude of interviewer,no response
0,1,1,Yes,No,No,Yes,I don't know,Maybe,No,Maybe,Maybe,No,No,1,"No, none did",Not Aware,None did,None did,No,Some of them,Some of them,None did,Some of them,No,No,Maybe,"No, I don't think they would",Neutral,No,No response,No,Yes,No,healthy,Yes,0,Never,Sometimes,41,Male,New Zealand,New Zealand,Always,1,it would affect my chance of getting the job,if it didnt affect my work performance it would be none of their concern
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,"Yes, always",I don't know,None of them,Some did,None of them,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,I don't know,Yes,Maybe,unknown,Yes,1,Sometimes,Not applicable to me,31,Male,Netherlands,Netherlands,Always,1,if i do is depending on my trust in the person,well a physical issue is harder to hide than a mental condition
0,1,1,No,Yes,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,No,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,Some of them,Some did,None of them,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,No response,I don't know,No,Maybe,unknown,No,1,Not applicable to me,Not applicable to me,31,Male,Switzerland,Switzerland,Sometimes,1,mental issue are still considered a bit of a taboo and i have trouble expressing how i feel it will greatly depend on how i feel on the moment with the interviewer,i would feel dishonest if i didnt share known physical issue
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Maybe,Maybe,unknown,No,1,Sometimes,Often,24,Other,United States of America,United States of America,Sometimes,1,its just not done youre advised against it in college youre told dont bring up anything that might be negative in an interview,bringing it up would be a bad option places me in a position where im less likely to get the job
0,1,1,No,No,No,I don't know,Somewhat easy,Maybe,No,No,Maybe,No,Yes,1,"No, none did",Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Maybe,unknown,Yes,1,Rarely,Sometimes,44,Male,Australia,Australia,Sometimes,0,because i think that it would put me as a candidate into the too hard basket it is much to easy to justify not employing someone on other criteria when the mental illness was actually a significant factor thereby avoiding accusations of discrimination,"interviews are a process of elimination i dont want to give the employer a reason to eliminate me
if the physical issue were something with clear protections under the law eg vision impairment mobility issues then i would disclose"
0,1,1,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Maybe,I don't know,No,1,"Yes, they all did",Aware,Some did,Some did,I don't know,Some of them,None of them,I don't know,None of them,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,Yes,Yes,Yes,mood-disorder,Yes,1,Rarely,Sometimes,37,Male,United States of America,United States of America,Sometimes,1,too easy for that to immediately disqualify me in their eyes without me having any proof of this or recourse,it may not be relevant to the job
0,0,0,No,No,No,I don't know,Somewhat difficult,Maybe,Yes,No,No,No,No,1,"No, none did",Not Aware,Some did,None did,No,None of them,"Yes, all of them",Some did,None of them,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,No response,Yes,No,Yes,anxiety-disorder | obsessive-compulsive-disorder | stress-response-syndromes,Yes,0,Rarely,Often,22,Male,Brazil,Brazil,Always,1,no response,no response
0,0,1,Yes,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,Yes,No,1,"Yes, they all did",Aware,None did,None did,Sometimes,"Yes, all of them",None of them,None did,Some of them,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder | obsessive-compulsive-disorder | post-traumatic-stress-disorder,Yes,1,Rarely,Often,31,Female,United States of America,United States of America,Sometimes,1,it might make me look like a liability,it might make me look like a liability
0,0,1,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",No,I don't know,No,Maybe,unknown,No,0,Not applicable to me,Never,36,Female,Bulgaria,Bulgaria,Sometimes,1,no response,if it does not interfere with work it is none of their business
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Aware,None did,None did,"Yes, always",I don't know,Some of them,None did,Some of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,Yes,Yes,Yes,mood-disorder,Yes,1,Often,Often,28,Male,Romania,Romania,Always,1,people who never struggled with mental health issues are incapable of understanding,i never had a physical health issue
0,1,0,I don't know,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,No,Maybe,No,No,1,I don't know,Aware,"Yes, they all did","Yes, they all did","Yes, always",Some of them,Some of them,Some did,None of them,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,No,No response,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,25,Female,United States of America,United States of America,Sometimes,1,its important to let people know if aspects of the job are going to be more difficult,"it depends on what kind of physical health issue it was and what the job was as an example i do not feel as if carpal tunnel would be necessary to bring up if i was not going to be doing repetitive tasks all day i would probably mention it upon offer and allow an opportunity for reconsideration

i would also not mention it if i wasnt interested in the position"
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,I don't know,Not Aware,None did,None did,I don't know,Some of them,Some of them,Some did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No response,I don't know,Maybe,Maybe,unknown,No,1,Sometimes,Often,49,Male,United States of America,United States of America,Always,1,the job market is too competitive,the job market is too competitive
0,0,1,No,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,1,Some did,Aware,None did,Some did,I don't know,Some of them,Some of them,I don't know,None of them,Maybe,No,"No, I don't think it would","No, they do not",Very open,No,No response,Yes,Yes,Yes,anxiety-disorder | mood-disorder | obsessive-compulsive-disorder,Yes,1,Rarely,Often,22,Female,United States of America,United States of America,Always,1,i feel stable on medication right now id only bring it up after accepting the job if high anxiety occurs,depends on whether the health issue would actually affect my job or impede performance
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Aware,None did,None did,"Yes, always",None of them,None of them,Some did,None of them,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,No,Yes,Yes,mood-disorder,Yes,1,Rarely,Often,43,Male,United States of America,United States of America,Sometimes,1,id have to feel really comfortable with the potential employer close colleague or friend and would probably not speak to my depression directly i would bring up the concept of mental health days and be my own advocate however,i wouldnt want to work someplace where it would be an issue
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,I don't know,"Yes, all of them",Some of them,I don't know,None of them,No,No,"Yes, it has","Yes, I think they would",Neutral,Maybe/Not sure,Yes,Yes,Maybe,Maybe,unknown,Yes,1,Sometimes,Sometimes,33,Male,United States of America,United States of America,Never,0,i would worry that bringing up a mental health issue would have negative consequences,if the job required physical work i would worry that bringing up a physical health issue might have negative consequences
0,1,1,Yes,No,Yes,I don't know,Very difficult,Yes,Maybe,No,No,No,No,1,"Yes, they all did",Aware,None did,Some did,I don't know,Some of them,None of them,Some did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No response,I don't know,Yes,Maybe,unknown,Yes,1,Sometimes,Sometimes,36,Female,United States of America,United States of America,Sometimes,0,i wouldnt want it to affect my chances of getting the job im already a woman and a person of color why would i bring up something else that makes me different when cultural fit is such a big deal in this field,i wouldnt want it to affect my chances of getting the job
0,0,1,Yes,No,No,I don't know,Very difficult,Yes,Yes,No,No,No,Yes,1,"No, none did",Aware,None did,None did,Sometimes,Some of them,Some of them,None did,Some of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,anxiety-disorder | attention-deficit-hyperactivity-disorder | post-traumatic-stress-disorder,Yes,1,Rarely,Sometimes,26,Female,United States of America,United States of America,Sometimes,1,social stigma lack of protection under the law and difficulties proving discrimination,i have multiple chronic illnesses and have been advised by lawyers to never bring them up in interview situations as discrimination is difficult to prove
0,1,0,Yes,I don't know,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,1,Some did,Aware,None did,Some did,"Yes, always",Some of them,None of them,None did,Some of them,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",No,Yes,Yes,Yes,attention-deficit-hyperactivity-disorder,Yes,1,Sometimes,Often,43,Male,United States of America,United States of America,Sometimes,1,i would bring it up if i felt the employer was knowledgeable and progressive in their approach to mental health issues such as understanding and appreciate the many positive attributes an adhd person brings to the table i would not bring it up unless i was certain they embraced mental health issues,fear of discrimination
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,I don't know,"Yes, all of them",Some of them,Some did,Some of them,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,Yes,Yes,Maybe,unknown,No,0,Sometimes,Sometimes,21,Male,United States of America,United States of America,Sometimes,1,if it was obvious and was going to affect my workplace and if there was a way my employer would find out  but i wouldnt take the job in the first place if i thought my mental illness would affect my job,if it was obvious and was going to effect my workplace
0,1,1,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Yes,I don't know,No,1,"No, none did",Not Aware,Some did,Some did,I don't know,Some of them,"Yes, all of them",Some did,Some of them,No,No,"Yes, I think it would",Maybe,Neutral,"Yes, I observed",Yes,Yes,Yes,No,healthy,Yes,0,Not applicable to me,Not applicable to me,39,Male,Australia,Australia,Sometimes,1,again  unless i think it would affect my ability to do my job it is none of their business,unless it would affect my ability to perform my duties my health is of no relevance to my employer
0,1,0,Yes,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Yes,Maybe,I don't know,No,1,I don't know,Not Aware,None did,None did,I don't know,Some of them,None of them,Some did,Some of them,Yes,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,I don't know,Yes,Yes,anxiety-disorder | mood-disorder | substance-use-disorder | addictive-disorder,Yes,1,Rarely,Often,46,Male,United Kingdom,United Kingdom,Sometimes,1,id worry about the stigma,id want to be open and transparent
0,0,1,No,No,No,No,Somewhat difficult,Yes,No,Maybe,Maybe,Yes,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,Some of them,Some did,Some of them,No,No,Maybe,Maybe,Somewhat open,No,No response,Yes,Yes,No,healthy,No,0,Sometimes,Often,32,Male,United Kingdom,United Kingdom,Sometimes,0,not the topic of discussion unless my mental health impaired work directly,none of their business
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,None did,None did,I don't know,"Yes, all of them",None of them,None did,None of them,Yes,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,31,Male,United Kingdom,United Kingdom,Sometimes,0,as stated above employers are hiring your mind,physical issues are not treated as taboo  creative employers hire your mind not your physical ability
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Aware,None did,Some did,I don't know,I don't know,None of them,Some did,None of them,Maybe,Maybe,Maybe,Maybe,Very open,No,No response,Yes,Yes,No,healthy,Yes,1,Sometimes,Often,39,Female,Germany,United Kingdom,Sometimes,0,only if it is impacting my work and i feel like and can trust the employer,only if it impacts work
0,1,1,I don't know,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,I don't know,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,Some of them,Some did,None of them,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,I don't know,Maybe,Maybe,unknown,Yes,1,Rarely,Sometimes,44,Male,Sweden,Sweden,Sometimes,1,no response,no response
0,1,0,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Yes,Maybe,No,No,Yes,No,1,"Yes, they all did",Aware,Some did,"Yes, they all did","Yes, always",Some of them,None of them,"Yes, they all did",None of them,Yes,No,"Yes, I think it would",Maybe,Neutral,No,No response,Yes,Yes,Yes,anxiety-disorder | obsessive-compulsive-disorder,Yes,1,Sometimes,Often,36,Male,United States of America,United States of America,Never,1,stigma,doesnt carry the same stigma
0,1,0,I don't know,Yes,Yes,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,1,I don't know,Not Aware,I don't know,Some did,I don't know,Some of them,Some of them,None did,None of them,No,No,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,31,Female,United Kingdom,United Kingdom,Never,1,depends who the employer is whether public or private sector,i dont know
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"Yes, they all did",Aware,None did,None did,I don't know,Some of them,None of them,I don't know,None of them,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,No response,Yes,Yes,Yes,mood-disorder,Yes,1,Rarely,Often,30,Other,United States of America,United States of America,Sometimes,0,considering that im a marginalized person that would be too risky,i would bring up physical issues that impact work ability eg carpal tunnel
